URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,68,26,0.446809,0.052514,22.375,0.301676,9.07067,22.375,540,1790,1.915642,932,5.800559
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,54,28,0.317073,0.058115,17,0.197023,6.878809,17,278,1411,1.642098,600,5.007796
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,65,29,0.382979,0.055294,20,0.274706,8.109882,20,467,1700,1.837059,874,5.54
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,54,15,0.565217,0.041818,17.1875,0.20303,6.956212,17.1875,335,1650,1.661818,683,4.917576
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,51,21,0.416667,0.041403,19.76136,0.216791,7.991262,19.76136,377,1739,1.733755,759,5.250144
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,41,16,0.438596,0.043981,19.63636,0.212963,7.939731,19.63636,276,1296,1.729938,553,5.176698
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,20,9,0.37931,0.039456,15.6383,0.187755,6.330421,15.6383,138,735,1.654422,311,5.22449
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,34,9,0.581395,0.059229,19.62162,0.194215,7.926335,19.62162,141,726,1.625344,269,4.955923
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,68,31,0.373737,0.045897,25.0814,0.223459,10.12194,25.0814,482,2157,1.736208,934,5.05007
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,51,43,0.085106,0.047571,17.03448,0.242915,6.910959,17.03448,480,1976,1.808198,798,5.348178
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,39,15,0.444444,0.045416,20.5,0.285955,8.314382,20.5,340,1189,1.940286,672,5.621531
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,28,20,0.166667,0.039024,13.97727,0.227642,5.681966,13.97727,280,1230,1.719512,546,5.179675
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,61,23,0.452381,0.049675,20.62195,0.194559,8.326604,20.62195,329,1691,1.633944,745,4.992312
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,59,18,0.532468,0.046951,18.63636,0.231098,7.546984,18.63636,379,1640,1.737195,789,5.24939
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,20,0,1,0.039683,22.90909,0.285714,9.277922,22.90909,144,504,1.910714,242,5.569444
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,101,37,0.463768,0.076327,200.8889,0.209071,80.43918,200.8889,378,1808,1.685841,731,4.819137
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,27,0,1,0.028243,16.48276,0.275105,6.703145,16.48276,263,956,1.838912,421,5.320084
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,12,6,0.333333,0.025,17.14286,0.284722,6.971032,17.14286,205,720,1.865278,370,5.644444
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,3,0.25,0.025397,24.23077,0.231746,9.785006,24.23077,73,315,1.692063,140,5.530159
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound,PageNotFound
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,33,60,-0.290322578,0.067636364,23.70689655,0.232,9.575558621,23.70689655,319,1375,1.730181818,570,5.229090909
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,19,9,0.357143,0.038889,22.5,0.211111,9.084444,22.5,152,720,1.652778,325,5.101389
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,63,24,0.448276,0.045008,17.25893,0.202276,6.984482,17.25893,391,1933,1.709778,871,4.990688
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,43,1,0.954545,0.065476,15.27273,0.25,6.209091,15.27273,168,672,1.745536,279,5.267857
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,6,1,0.714286,0.018667,20.83333,0.210667,8.4176,20.83333,79,375,1.808,144,5.133333
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,25,6,0.612903,0.027217,21.49057,0.214223,8.681916,21.49057,244,1139,1.654083,430,4.987709
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,21,8,0.448276,0.047154,24.6,0.282927,9.953171,24.6,174,615,1.928455,315,5.617886
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,17,5,0.545455,0.056701,13.37931,0.224227,5.441415,13.37931,87,388,1.850515,156,5.273196
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6,0,1,0.03681,14.81818,0.257669,6.03034,14.81818,42,163,1.809816,77,5.509202
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,21,21,0,0.052109,14.39286,0.177419,5.828111,14.39286,143,806,1.700993,330,4.899504
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9,2,0.636364,0.060773,16.45455,0.18232,6.654746,16.45455,33,181,1.629834,68,4.861878
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,45,14,0.525424,0.050906,16.7971,0.314927,6.844811,16.7971,365,1159,2.003451,601,5.792925
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,12,13,-0.04,0.047348,15.52941,0.257576,6.314795,15.52941,136,528,1.763258,197,5.208333
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,20,32,-0.23077,0.049057,20.38462,0.19717,8.232714,20.38462,209,1060,1.684906,458,4.925472
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,28,37,-0.13846,0.037769,23.25676,0.262638,9.407758,23.25676,452,1721,1.886694,850,5.503777
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,49,22,0.380282,0.040479,24.36111,0.184151,9.818105,24.36111,323,1754,1.672178,665,4.826682
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,37,19,0.321429,0.038594,17.27381,0.194349,6.987263,17.27381,282,1451,1.67195,590,5.000689
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,21,2,0.826087,0.026048,12.26389,0.187995,4.980754,12.26389,166,883,1.577576,366,4.698754
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,45,5,0.8,0.035461,21.36364,0.190071,8.621483,21.36364,268,1410,1.612057,429,4.696454
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,21,6,0.555556,0.057692,27.52941,0.228632,11.10322,27.52941,107,468,1.784188,193,4.803419
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,40,9,0.632653,0.030779,21.22667,0.255653,8.592928,21.22667,407,1592,1.802136,720,5.276382
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,27,54,-0.33333,0.081901,12.3625,0.203236,5.026294,12.3625,201,989,1.723964,382,4.92821
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,45,13,0.551724,0.051464,14.63636,0.141083,5.910978,14.63636,159,1127,1.559006,389,4.667258
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22,27,-0.10204,0.041142,20.18644,0.162888,8.139732,20.18644,194,1191,1.54576,464,5.060453
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,34,19,0.283019,0.036934,15.10526,0.23554,6.136321,15.10526,338,1435,1.7777,640,5.359582
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,27,61,-0.38636,0.084615,12.68293,0.209615,5.157017,12.68293,218,1040,1.732692,406,4.964423
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,48,27,0.28,0.047529,23.55224,0.183143,9.494153,23.55224,289,1578,1.577947,643,4.901141
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,19,9,0.357143,0.036842,28.14815,0.206579,11.34189,28.14815,157,760,1.753947,332,5.319737
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,34,20,0.259259,0.045608,28.87805,0.232264,11.64412,28.87805,275,1184,1.815034,499,5.532939
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,35,36,-0.01408,0.041863,20.93827,0.23467,8.469177,20.93827,398,1696,1.778892,765,5.254127
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,18,10,0.285714,0.008085,13.96371,0.180191,5.65756,13.96371,624,3463,1.457696,1108,5.008085
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,35,38,-0.0411,0.041383,21,0.206916,8.482766,21,365,1764,1.705215,741,5.10771
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,26,52,-0.33333,0.051827,23.88889,0.295017,9.673562,23.88889,444,1505,1.861794,799,5.634551
91,https://insights.blackcoffer.com/human-rights-outlook/,3,3,0,0.036145,18.44444,0.174699,7.447657,18.44444,29,166,1.674699,54,4.879518
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,41,4,0.822222,0.047022,19.9375,0.22675,8.0657,19.9375,217,957,1.750261,382,5.115987
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,37,29,0.121212,0.036105,15.23333,0.179978,6.165325,15.23333,329,1828,1.643326,761,5.022976
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,45,14,0.525424,0.033542,18.32292,0.252416,7.430133,18.32292,444,1759,1.777715,719,5.209778
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,26,26,0,0.048826,22.65957,0.20939,9.147586,22.65957,223,1065,1.692958,449,5.14554
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,38,-0.40741,0.030269,22.58228,0.222534,9.121925,22.58228,397,1784,1.692825,799,5.418722
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,14,36,-0.44,0.051653,16.98246,0.210744,6.87728,16.98246,204,968,1.72624,453,5.157025
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,36,34,0.028571,0.057756,16.37838,0.20297,6.632539,16.37838,246,1212,1.709571,546,4.921617
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,26,23,0.061224,0.044708,26.09524,0.219891,10.52605,26.09524,241,1096,1.724453,533,5.05292
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,19,31,-0.24,0.039339,17.41096,0.223446,7.053762,17.41096,284,1271,1.688434,622,5.412274
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,0,0,0,45,0.155556,18.06222,45,7,45,1.311111,15,4.377778
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,37,-0.21311,0.055455,17.46032,0.183636,7.057582,17.46032,202,1100,1.589091,438,4.932727
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,10,22,-0.375,0.050874,16.55263,0.200318,6.70118,16.55263,126,629,1.594595,279,5.171701
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,28,48,-0.26316,0.067979,21.09434,0.22898,8.529328,21.09434,256,1118,1.758497,507,5.370304
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,29,31,-0.03333,0.05571,27.61538,0.181058,11.11858,27.61538,195,1077,1.616527,422,4.830084
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,2,0.428571,0.018229,15.36,0.270833,6.252333,15.36,104,384,1.825521,220,5.747396
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,21,2,0.826087,0.037582,17,0.156863,6.862745,17,96,612,1.550654,220,4.849673
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33,42,-0.12,0.072394,29.6,0.235521,11.93421,29.6,244,1036,1.755792,482,5.490347
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,28,18,0.217391,0.063448,23.3871,0.114483,9.400632,23.3871,83,725,1.467586,280,4.289655
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,8,27,-0.54286,0.033622,20.82,0.223823,8.417529,20.82,233,1041,1.667627,428,5.365034
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,19,24,-0.11628,0.04187,19.75,0.212269,7.984907,19.75,218,1027,1.778968,532,5.415774
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,25,38,-0.20635,0.062192,18.75926,0.238894,7.599261,18.75926,242,1013,1.768016,437,5.491609
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,25,27,-0.03846,0.041172,21.40678,0.213777,8.648223,21.40678,270,1263,1.677751,549,5.163895
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,43,39,0.04878,0.052564,20.8,0.187821,8.395128,20.8,293,1560,1.621795,617,4.970513
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,23,44,-0.31343,0.036712,19.41489,0.216438,7.852533,19.41489,395,1825,1.607123,819,5.148493
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,25,24,0.020408,0.055936,35.04,0.111872,14.06075,35.04,98,876,1.486301,335,4.333333
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37,60,-0.23711,0.050442,22.62353,0.224129,9.139063,22.62353,431,1923,1.709308,818,5.343734
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,39,43,-0.04878,0.064669,15.85,0.179811,6.411924,15.85,228,1268,1.673502,457,4.648265
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,7,10,-0.17647,0.050296,16.09524,0.233728,6.531586,16.09524,79,338,1.707101,211,5.58284
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,43,77,-0.28333,0.056049,22.30208,0.205044,9.002851,22.30208,439,2141,1.625876,941,5.346567
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,43,54,-0.1134,0.060549,24.27273,0.158552,9.772512,24.27273,254,1602,1.585518,625,4.55618
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,40,51,-0.12088,0.053123,17.13,0.205487,6.934195,17.13,352,1713,1.676007,740,5.138938
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,50,67,-0.1453,0.064748,23.16667,0.218041,9.353883,23.16667,394,1807,1.711677,808,5.124516
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,50,66,-0.13793,0.059825,17.78899,0.24755,7.214616,17.78899,480,1939,1.736978,862,5.428571
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,52,15,0.552239,0.036632,27.71212,0.223073,11.17408,27.71212,408,1829,1.718425,856,5.312739
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,20,-0.14286,0.041816,25.36364,0.21147,10.23004,25.36364,177,837,1.707288,351,5.203106
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,40,75,-0.30435,0.072055,18.77647,0.229323,7.602318,18.77647,366,1596,1.761278,719,5.378446
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,26,39,-0.2,0.065923,15.90323,0.233266,6.454597,15.90323,230,986,1.717039,386,5.043611
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8,15,-0.30435,0.034024,20.48485,0.238166,8.289206,20.48485,161,676,1.75,294,5.465976
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,26,52,-0.33333,0.046595,32.82353,0.204301,13.21113,32.82353,342,1674,1.746714,743,5.329152
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,79,20,0.59596,0.057259,24.01389,0.247542,9.704572,24.01389,428,1729,1.813765,778,5.414112
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,29,17,0.26087,0.034049,19.02817,0.23168,7.70394,19.02817,313,1351,1.809771,633,5.426351
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,50,25,0.333333,0.075301,23.71429,0.297189,9.60459,23.71429,296,996,1.956827,524,5.954819
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10,7,0.176471,0.047486,19.88889,0.298883,8.075109,19.88889,107,358,2.069832,208,5.891061
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,8,6,0.142857,0.044025,18.70588,0.172956,7.551535,18.70588,55,318,1.616352,119,4.616352
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,1,11,-0.83333,0.030769,17.72727,0.194872,7.168858,17.72727,76,390,1.602564,159,4.9
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,5,5,0,0.045045,13.05882,0.216216,5.310016,13.05882,48,222,1.765766,86,5.09009
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,6,8,-0.14286,0.055777,15.6875,0.231076,6.36743,15.6875,58,251,1.74502,111,5.103586
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,41,17,0.413793,0.095082,13.55556,0.272131,5.531075,13.55556,166,610,1.840984,330,5.713115
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,23,45,-0.32353,0.065322,20.01923,0.191162,8.084157,20.01923,199,1041,1.631124,422,5.098943
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,12,33,-0.46667,0.045918,24.5,0.17449,9.869796,24.5,171,980,1.605102,392,4.990816
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,46,53,-0.07071,0.054426,21.91566,0.227598,8.857304,21.91566,414,1819,1.705882,887,5.22265
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,4,21,-0.68,0.040453,16.7027,0.179612,6.752926,16.7027,111,618,1.556634,280,5.156958
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,4,21,-0.68,0.040453,16.7027,0.179612,6.752926,16.7027,111,618,1.556634,280,5.156958
145,https://insights.blackcoffer.com/blockchain-in-fintech/,19,14,0.151515,0.034958,25.51351,0.209746,10.2893,25.51351,198,944,1.713983,399,5.246822
146,https://insights.blackcoffer.com/blockchain-for-payments/,25,23,0.041667,0.052574,16.6,0.239869,6.735947,16.6,219,913,1.761227,402,5.493976
147,https://insights.blackcoffer.com/the-future-of-investing/,38,9,0.617021,0.030284,18.25882,0.234536,7.397344,18.25882,364,1552,1.704253,660,5.305412
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,29,35,-0.09375,0.055363,15.83562,0.276817,6.444973,15.83562,320,1156,1.814014,514,5.223183
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,28,3,0.806452,0.043296,23.09677,0.308659,9.362173,23.09677,221,716,1.963687,397,5.812849
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,40,35,0.066667,0.071702,15.84848,0.220841,6.42773,15.84848,231,1046,1.758126,466,5.138623